mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__estimator__C,param_clf__estimator__penalty,param_clf__estimator__random_state,param_clf__estimator__solver,param_local_w2v__num_dims,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,grid_id,best_model_test_score,param_set_order
28.335610270500183,0.25781404972076416,23.408485531806946,0.02572333812713623,"MultiOutputClassifier(estimator=LogisticRegression(C=1, random_state=199,
                                                   solver='liblinear'))",1,l2,199,liblinear,50,"{'clf': MultiOutputClassifier(estimator=LogisticRegression(C=1, random_state=199,
                                                   solver='liblinear')), 'clf__estimator__C': 1, 'clf__estimator__penalty': 'l2', 'clf__estimator__random_state': 199, 'clf__estimator__solver': 'liblinear', 'local_w2v__num_dims': 50}",0.428789223382711,0.43412404193863857,0.4314566326606748,0.0026674092779637726,1,local_w2v,0.43280906477253517,0
