mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__estimator__C,param_clf__estimator__penalty,param_clf__estimator__random_state,param_clf__estimator__solver,param_local_w2v__num_dims,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,grid_id,best_model_test_score,param_set_order
28.24646306037903,0.050595998764038086,27.103771448135376,0.4386560916900635,"MultiOutputClassifier(estimator=LogisticRegression(C=1, random_state=199,
                                                   solver='liblinear'))",1,l2,199,liblinear,50,"{'clf': MultiOutputClassifier(estimator=LogisticRegression(C=1, random_state=199,
                                                   solver='liblinear')), 'clf__estimator__C': 1, 'clf__estimator__penalty': 'l2', 'clf__estimator__random_state': 199, 'clf__estimator__solver': 'liblinear', 'local_w2v__num_dims': 50}",0.4261119411561889,0.4298493838429941,0.4279806624995915,0.0018687213434026018,1,local_w2v,0.44096586178184843,0
