mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__estimator__C,param_clf__estimator__penalty,param_clf__estimator__random_state,param_clf__estimator__solver,param_local_w2v__num_dims,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,grid_id,best_model_test_score,param_set_order
27.652907133102417,0.22074556350708008,26.235837936401367,0.3649330139160156,"MultiOutputClassifier(estimator=LogisticRegression(C=1, random_state=199,
                                                   solver='liblinear'))",1,l2,199,liblinear,50,"{'clf': MultiOutputClassifier(estimator=LogisticRegression(C=1, random_state=199,
                                                   solver='liblinear')), 'clf__estimator__C': 1, 'clf__estimator__penalty': 'l2', 'clf__estimator__random_state': 199, 'clf__estimator__solver': 'liblinear', 'local_w2v__num_dims': 50}",0.42966011623436834,0.43052278090397533,0.4300914485691718,0.000431332334803497,1,local_w2v,0.4426572953977158,0
