mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__estimator__C,param_clf__estimator__penalty,param_clf__estimator__random_state,param_clf__estimator__solver,param_local_w2v__num_dims,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,grid_id,best_model_test_score,param_set_order
28.904953122138977,0.0029598474502563477,25.265421509742737,0.05339086055755615,"MultiOutputClassifier(estimator=LogisticRegression(C=1, random_state=199,
                                                   solver='liblinear'))",1,l2,199,liblinear,50,"{'clf': MultiOutputClassifier(estimator=LogisticRegression(C=1, random_state=199,
                                                   solver='liblinear')), 'clf__estimator__C': 1, 'clf__estimator__penalty': 'l2', 'clf__estimator__random_state': 199, 'clf__estimator__solver': 'liblinear', 'local_w2v__num_dims': 50}",0.4252970943145651,0.4364804633588995,0.43088877883673227,0.005591684522167212,1,local_w2v,0.4368997246289207,0
